Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Monterrey,3,1,2,0,5,1,4,5,1.7,3.2,4.9,-1.7,-250,+175
