Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Benfica,3,2,1,0,9,2,7,7,2.3,8.0,2.8,5.2,+125,-175
