Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Botafogo,3,2,0,1,3,2,1,6,3,1.9,6.5,-4.6,-163,+120
