Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Real Madrid,3,2,1,0,7,2,5,7,2.3,5.5,4.7,0.8,-250,+175
