Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Fluminense,3,1,2,0,4,2,5,1.7,2.7,1.7,1.0,-300,+225
