Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Al Hilal,3,1,2,0,3,1,2,5,1.7,5.3,4.3,1,-900,+550
