Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Inter Miami,3,1,2,0,4,3,1,5,1.7,3.0,5.3,-2.3,-2000,+1000
