Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Palmeiras,3,1,2,0,4,2,2,5,1.67,5.3,2.3,3.0,-163,+120
