Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Chelsea,3,2,0,1,6,3,3,6,3,1.6,1.2,0.4,+125,-175
