Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Flamengo,3,2,1,0,6,2,4,7,2.3,1.8,0.7,1.1,+225,-300
