Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Manchester City,3,3,0,0,13,2,11,9,3,9.9,2.0,7.9,-900,+550
