Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,AwayOdds
Inter Milan,3,2,1,0,5,2,3,7,2.3,7.2,2.2,5.0,-300,+225
