Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,DrawOdds,AwayOdds
Juventus,3,2,0,1,11,6,5,6,3,5.3,5.6,-0.3
