Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,DrawOdds,AwayOdds
Real Madrid,2,1,1,0,4,2,2,4,2,3.7,3.7,0.0,+900,+550,-400
