Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,DrawOdds,AwayOdds
Manchester City,2,2,0,0,8,0,8,6,3,5.9,0.9,5.0,+375,+270,-138
