Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,HomeOdds,DrawOdds,AwayOdds
Juventus,2,2,0,0,9,1,8,6,3,4.3,1.7,2.6,+375,+270,-138
